issue_id,result_date,results,sale_amount_R9,prize_count_R9,prize_R9,sale_amount_14,prize_count_14_1,prize_14_1,prize_count_14_2,prize_14_2
20015,2020/7/20,3 0 0 1 3 3 1 0 3 1 1 0 3 3,17781404,1801,6318,24647800,10,1104221,229,20665
20016,2020/7/23,3 3 1 1 0 0 1 3 3 0 3 1 1 0,17158658,826,13294,23233828,3,3469584,91,49020
20017,2020/7/27,0 3 1 0 0 0 3 0 3 3 3 0 0 3,19366452,18858,657,29498204,221,59797,4908,1153
20018,2020/7/30,0 3 0 0 3 0 3 3 3 3 0 1 3 3,16550732,13349,793,21050976,191,49376,5399,748
20019,2020/8/3,3 0 1 1 0 1 3 0 3 3 3 3 0 3,14440430,386,23942,16068040,2,3599240,57,54123
20020,2020/8/7,3 3 3 3 3 3 3 3 1 3 0 0 3 0,17332454,26083,425,22229978,191,52141,4160,1025
20021,2020/8/10,3 3 0 0 1 0 3 0 1 1 3 0 0 3,16719512,1015,10542,22679510,2,5000000,112,38879
20022,2020/8/14,0 3 0 3 3 0 3 3 0 3 0 3 1 0,15466696,12490,792,21049614,82,116959,2158,1872
20023,2020/8/17,1 0 3 0 1 1 1 3 0 3 0 0 1 3,15216052,87,111934,21033562,0,0,4,1009610
20024,2020/8/20,0 3 1 0 0 0 3 1 3 1 3 3 1 0,19745776,927,13632,27116720,5,4314265,145,35906
20025,2020/8/24,3 3 1 0 3 0 3 3 3 3 3 0 3 0,16336946,15365,680,23269810,156,66826,5086,878
20026,2020/8/31,0 3 1 1 1 3 3 3 1 0 0 3 3 3,15668338,191,52501,23367408,0,0,23,195067
20027,2020/9/4,0 3 1 1 3 0 1 1 3 3 0 1 0 1,14408324,57,161777,23248114,0,0,8,557954
20028,2020/9/7,3 0 0 3 3 1 1 0 3 0 3 1 3 1,17598890,3516,3203,65550306,69,728265,2028,6205
20029,2020/9/10,3 3 3 1 3 3 3 0 0 1 0 0 3 1,19206936,31345,392,18830512,437,19304,7172,504
20030,2020/9/13,3 0 3 0 0 0 1 1 0 3 3 3 0 3,17709418,19051,594,21976692,138,71344,3246,1299
20031,2020/9/14,0 0 1 1 0 1 3 1 1 3 3 0 0 3,16667994,61,174877,20292114,0,0,2,1948042
20032,2020/9/17,0 0 3 0 3 3 3 1 1 3 3 3 0 3,15348366,274,35850,26185656,2,5000000,72,69828
20033,2020/9/18,0 0 0 0 3 0 0 0 0 0 0 0 3 1,12852634,47340,173,42174218,1283,23161,24686,328
20034,2020/9/20,3 0 0 1 0 0 3 3 1 3 3 3 3 1,20738070,381,34835,27930388,0,0,39,137503
20035,2020/9/21,0 0 3 3 1 3 1 3 0 3 1 3 3 1,19931224,5049,2526,38364742,21,1414296,686,10737
20036,2020/9/24,0 3 3 3 3 0 3 0 3 3 3 3 1 1,16790106,49523,216,19748648,617,14339,10227,370
20037,2020/9/25,1 0 1 0 3 0 0 0 3 3 3 3 3 1,14218070,81147,112,28857408,1365,9471,25988,213
20038,2020/9/27,0 1 0 1 3 1 0 0 0 0 0 3 0 1,21422456,182,75331,34070940,1,5000000,34,192400
20039,2020/9/28,1 0 3 3 1 3 3 0 1 3 3 3 1 0,20710874,1274,10404,54984476,7,4985260,262,40293
20040,2020/10/9,1 3 3 0 0 1 3 3 0 3 1 1 1 1,12514182,3739,2142,19368016,13,667451,371,10023
20041,2020/10/11,3 0 3 0 1 1 3 0 0 3 1 0 0 1,13904466,2763,3220,20045604,20,449021,704,5466
20042,2020/10/12,3 3 3 3 1 1 0 0 3 0 0 1 1 1,17121874,1962,5585,24488374,10,1097079,344,13667
20043,2020/10/15,3 1 3 3 0 0 0 0 1 0 1 3 1 3,18369108,4843,2427,29297168,38,345398,1539,3655
20044,2020/10/18,1 0 0 1 0 0 0 1 0 3 1 0 0 3,24027858,227,67743,40433892,2,5000000,38,204297
20045,2020/10/19,1 0 1 3 3 3 0 1 0 0 3 1 3 0,20299060,944,13762,30197482,6,3607142,162,35789
20046,2020/10/21,0 0 1 1 3 3 0 3 0 1 3 3 1 3,21620826,1396,9912,26497500,3,3956960,109,46674
20047,2020/10/22,1 0 3 1 3 3 0 0 0 1 0 3 1 1,21078574,639,21111,24804202,1,5000000,98,48595
20048,2020/10/23,0 3 0 0 0 0 0 3 0 0 3 1 1 3,20742028,11165,1188,34756994,64,338803,4148,1608
20049,2020/10/25,1 0 1 3 1 3 3 0 3 0 3 0 0 3,22562248,3961,3645,37762732,15,1127846,862,8411
20050,2020/10/26,3 1 3 1 0 1 3 1 1 0 3 3 1 3,22843960,2730,5355,29843198,15,891316,493,11622
20051,2020/10/28,0 1 3 1 3 0 1 3 3 0 1 3 3 1,25316756,17838,908,33025962,71,208389,1773,3576
20052,2020/10/29,0 0 3 3 1 1 0 3 0 3 3 1 1 3,21077084,19849,679,21971850,65,151436,1400,3013
20053,2020/10/30,0 3 1 0 3 0 0 1 3 3 3 0 1 0,19464678,739,16857,34840512,4,3902137,127,52672
20054,2020/11/1,0 3 0 1 3 3 0 1 3 3 0 1 3 0,28191816,11347,1590,39747724,83,214541,2340,3261
20055,2020/11/2,0 3 3 0 1 0 0 3 0 1 3 0 1 1,22002428,2154,6537,25608110,4,2868108,304,16173
20056,2020/11/4,1 0 0 3 3 3 0 0 0 3 1 1 1 3,25881156,10045,1648,30637084,23,596757,732,8035
20057,2020/11/5,1 3 3 3 0 3 0 3 0 0 0 3 0 3,21880874,4726,2963,37010632,22,753671,912,7791
20058,2020/11/6,3 3 1 0 3 0 3 0 3 3 0 3 0 3,22314044,43987,324,31767084,657,21661,14667,415
20059,2020/11/8,3 3 3 0 3 1 1 0 0 1 3 3 3 3,27586128,86736,203,35761708,530,30228,10931,628
20060,2020/11/9,3 1 3 3 1 0 1 0 1 0 3 1 3 3,23264074,499,29837,29821086,1,5000000,28,204487
20061,2020/11/15,* 1 3 3 3 3 3 1 0 3 0 3 1 1,17684300,1515,7470,34574336,11,2168104,1305,5086
20062,2020/11/15,1 3 1 3 3 1 0 3 3 0 0 0 3 0,18073862,2120,5456,22135624,4,2479189,140,30357
20063,2020/11/22,3 0 3 3 3 3 3 3 3 * 3 1 3 0,20084808,499403,25,36263680,23375,695,227493,30
20064,2020/11/22,3 3 1 0 0 0 3 * 3 3 3 0 1 0,19915196,16265,783,30137698,112,120550,3430,1687
20065,2020/11/22,3 0 3 3 1 0 0 1 0 1 3 1 3 3,24146706,1564,9881,38784366,8,2171924,302,24657
20066,2020/11/23,0 0 3 0 3 3 0 0 3 0 1 0 1 3,22619082,9574,1512,27546736,50,246818,1639,3226
20067,2020/11/25,0 0 3 3 3 1 3 1 0 0 0 3 1 0,21331346,39482,345,26420892,315,37576,6569,772
20068,2020/11/27,3 0 0 0 0 1 3 1 0 3 * 1 1 3,15705162,495,20305,19117234,2,4282260,77,47668
20069,2020/11/27,0 0 3 1 0 0 1 0 0 0 1 3 1 0,17303700,232,47734,21287176,0,0,22,185778
20070,2020/11/29,0 3 1 1 3 3 0 0 1 0 3 0 1 1,23233998,3612,4116,45413320,21,1422943,699,12474
20071,2020/11/30,0 3 1 1 3 1 0 0 0 1 3 3 0 3,19670488,3400,3702,26553576,25,475840,712,7160
20072,2020/12/3,0 3 0 1 3 1 3 3 0 0 1 3 0 3,21589678,965,14318,36970778,6,2760484,342,20755
20073,2020/12/4,0 3 1 3 0 0 1 0 1 3 3 3 1 3,17647526,759,14880,32610168,2,5000000,125,50089
20074,2020/12/6,3 0 3 1 1 3 1 0 3 3 0 3 3 0,26441846,8833,1915,53828124,54,531932,2780,3717
20075,2020/12/10,0 3 0 0 * 1 1 0 0 1 0 1 1 0,21395902,23022,594,31110900,288,48394,6137,973
20076,2020/12/10,0 1 1 0 3 3 0 1 3 0 1 3 3 0,23314070,3715,4016,39191142,11,1596148,544,13832
20077,2020/12/13,3 1 3 0 1 3 3 1 3 0 0 0 3 3,25108706,187,85933,33170976,0,0,8,796103
20078,2020/12/14,1 1 3 1 3 3 0 3 0 1 1 0 3 0,24288142,2483,6260,67006928,28,1602846,774,16621
20079,2020/12/17,0 1 1 3 3 0 1 3 1 1 0 1 0 3,24158832,201,76923,30801768,0,0,22,268815
20080,2020/12/20,0 1 0 0 0 0 0 1 0 3 1 3 1 0,27458158,513,34255,53950996,2,5000000,98,105699
20081,2020/12/21,0 3 0 3 3 1 3 0 3 3 3 0 0 1,26974250,14271,1209,59009698,176,309122,4926,2300
20082,2020/12/24,0 3 3 1 0 0 1 0 1 3 3 3 3 3,25780482,12075,1366,43068254,71,271754,1890,4375
20083,2020/12/28,3 0 3 1 3 1 3 0 0 0 1 3 3 3,21513050,37445,367,27169520,425,28639,8911,585
21001,2021/1/3,0 0 3 0 3 0 3 0 3 3 1 0 3 3,20405312,8665,1507,26072370,56,208578,1629,3072
21002,2021/1/4,3 3 1 0 0 3 3 1 0 0 3 0 1 3,24800946,84264,188,45589158,1556,13125,27757,315
21003,2021/1/7,3 1 0 3 3 3 1 0 0 0 1 3 1 3,24452830,1029,15208,45033638,4,5000000,314,27536
21004,2021/1/12,1 0 3 1 0 0 3 3 3 * 1 3 1 3,24185390,11090,1395,40565600,74,247952,1963,3967
21005,2021/1/12,0 3 1 3 0 0 3 3 3 3 0 0 3 1,19109594,9800,1247,24331648,81,134575,1951,2394
21006,2021/1/14,3 1 1 1 3 1 3 3 3 0 0 3 0 3,18269828,532,21978,29944190,3,4471665,126,45629
21007,2021/1/17,0 3 0 3 1 1 1 3 1 1 3 0 0 0,24365240,344,45330,36219614,0,0,47,147960
21008,2021/1/22,3 3 3 1 1 3 * 1 0 3 3 0 1 3,23301072,1360,10965,57652344,14,3003902,575,19250
21009,2021/1/22,3 0 3 1 1 3 3 3 3 1 1 0 0 1,20902980,3990,3352,42293564,18,1052639,838,9690
21010,2021/1/24,0 0 3 3 3 0 3 0 1 3 1 3 1 0,24012158,1837,8365,38658474,3,5000000,144,51544
21011,2021/1/25,0 3 3 3 0 1 3 1 3 3 0 0 3 0,22536914,4775,3020,31760880,46,359736,1200,5081
21012,2021/1/28,3 1 0 3 1 3 3 1 0 3 0 0 3 3,17609638,766,14713,22128576,5,1982720,125,33989
21013,2021/2/1,3 3 3 1 1 3 0 0 3 0 3 1 0 *,25888460,23584,702,41879008,506,37078,17552,458
21014,2021/2/1,3 1 0 0 3 3 0 1 3 3 0 0 3 0,22977740,42301,347,35220460,391,40354,8172,827
21015,2021/2/4,1 1 1 3 3 3 0 0 1 1 3 0 3 1,17805238,9661,1179,31152496,43,324565,1442,4147
21016,2021/2/7,3 0 3 3 0 1 0 3 3 0 1 3 3 1,24359426,3792,4111,41187262,47,392593,1103,7169
21017,2021/2/21,0 * 3 3 0 3 3 1 3 0 3 0 0 0,22200310,235397,60,36954566,11870,1394,131267,54
21018,2021/2/21,0 3 0 0 0 3 1 1 0 3 0 3 0 3,20772578,1207,11014,28321010,7,1812544,244,22285
21019,2021/2/22,1 0 3 0 3 1 1 3 3 1 0 1 0 0,19386050,302,41083,27495024,1,5000000,69,76507
21020,2021/2/26,0 0 3 3 3 0 3 3 1 3 0 0 1 3,17791176,1153,9875,37153128,11,2178397,351,20323
21021,2021/2/28,3 0 1 3 3 3 3 3 3 1 0 0 3 0,22755088,14829,982,32813064,67,219406,1659,3797
21022,2021/3/1,0 0 0 3 3 3 0 0 3 0 1 1 1 1,21553030,1190,11591,27890472,1,5000000,89,60168
21023,2021/3/4,1 3 1 1 0 3 0 1 1 3 0 3 0 1,20823228,1287,10354,35985062,1,5000000,101,68407
21024,2021/3/7,0 1 3 0 3 3 3 3 3 3 0 3 1 0,24387294,5466,2855,61116470,56,821364,1941,6045
21025,2021/3/8,0 0 3 1 1 1 0 1 3 1 3 3 3 3,21638500,1649,8398,32389786,8,1813828,223,27887
21026,2021/3/12,3 1 3 0 1 1 3 3 0 3 3 0 3 3,20368978,65460,199,30173576,774,17464,14156,409
21027,2021/3/14,3 3 0 3 3 3 0 1 3 1 1 3 3 1,23429118,66195,226,35141578,805,19557,13477,500
21028,2021/3/15,3 3 3 1 3 3 0 0 3 0 3 0 1 0,24234204,295,52575,34389032,0,0,31,212990
21029,2021/3/19,3 3 0 0 3 3 0 0 0 3 0 3 1 3,19097336,1792,6820,46850778,16,2274714,481,18701
21030,2021/3/22,3 3 3 0 1 0 0 3 * 1 0 1 1 3,21235126,15571,872,34588620,103,150443,2451,2709
21031,2021/3/22,1 0 3 3 0 0 0 0 3 3 3 0 1 3,22662820,1624,8931,31220404,9,1554082,1343,4463
21032,2021/3/26,0 3 3 1 3 0 0 0 0 1 3 3 3 3,12874158,76671,107,35288678,1996,7920,36850,183
21033,2021/3/29,3 3 3 3 3 0 0 3 0 1 3 3 0 3,12332344,2920752,2,30922566,37560,368,551961,10
21034,2021/4/1,0 3 0 3 0 3 3 0 1 0 3 0 0 0,7341558,41482,113,28132950,133,94763,13260,407
21035,2021/4/3,3 0 3 1 3 1 3 0 0 0 3 1 1 0,15991702,44,232606,18826362,0,0,18,200814
21036,2021/4/4,3 0 0 0 3 3 0 3 3 1 3 1 3 3,21534984,65692,209,44979164,1166,24515,23441,368
21037,2021/4/5,1 3 3 3 1 1 3 3 0 3 0 1 0 3,19887010,1027,12393,21735188,2,4868682,72,57960
21038,2021/4/6,1 0 0 3 0 3 3 0 0 0 3 3 3 1,19567342,1071,11692,20499902,5,1836791,128,30749
21039,2021/4/8,3 3 3 0 1 3 0 3 3 0 0 3 3 1,18837758,40396,298,24194260,766,14150,12992,357
21040,2021/4/11,3 0 1 3 1 0 0 3 0 0 1 0 3 0,23771268,18762,810,34616454,90,172313,2578,2578
21041,2021/4/12,3 0 0 3 0 0 3 0 3 0 1 1 3 3,22211536,73502,193,32421900,897,16192,16326,381
21042,2021/4/18,3 3 3 1 3 3 0 3 0 3 3 3 0 3,19892678,44460,286,27900806,739,16914,13604,393
21043,2021/4/22,3 3 * 3 3 3 3 1 3 3 1 1 1 0,20327152,36713,354,35560298,259,61509,5797,1177
21044,2021/4/22,3 0 3 3 0 3 1 0 3 0 1 1 3 0,19932040,11146,1144,33140574,103,144145,2509,2536
21045,2021/4/25,0 3 3 1 3 0 3 3 0 3 1 1 1 0,21112928,332,40699,31701020,1,5000000,58,104941
21046,2021/4/26,1 1 3 3 1 3 3 3 0 3 3 3 3 0,19501456,58510,213,56839336,728,47618,18209,599
21047,2021/5/2,0 3 3 0 3 1 0 3 3 0 3 3 3 3,18496456,87400,135,36573426,1003,16335,19165,366
21048,2021/5/6,0 * 3 1 1 1 0 3 1 3 0 0 0 0,18578868,1509,7879,30573666,0,0,225,26089
21049,2021/5/6,1 1 0 0 0 3 1 3 3 3 3 3 0 1,14612974,3503,2669,15065372,17,1202722,423,6838
21050,2021/5/9,0 0 3 3 3 3 1 3 0 1 3 3 1 1,19797648,21651,585,37131464,170,97852,4146,1719
21051,2021/5/10,0 0 3 1 1 1 0 0 3 0 3 0 1 1,19249594,1279,9632,36249610,2,5000000,116,59999
21052,2021/5/13,0 1 3 0 3 1 0 0 3 3 3 3 3 1,20698552,19769,670,43562842,167,154227,4326,1933
21053,2021/5/14,1 0 0 3 0 1 0 3 3 1 1 1 3 1,15920128,4748,2145,24607224,13,848002,397,11900
21054,2021/5/16,3 1 1 1 0 3 1 3 0 3 3 1 0 3,19740750,936,13497,31828934,7,2037051,189,32334
21055,2021/5/17,3 0 0 1 1 0 0 1 0 3 0 3 3 3,19056914,4247,2871,45778552,48,427266,1696,5182
21056,2021/5/20,1 0 3 3 3 3 0 0 0 0 1 0 3 3,17999366,850,13552,31932476,9,1589527,239,25652
21057,2021/5/23,3 3 3 3 0 0 0 1 3 3 0 3 0 0,19821042,39063,324,34680474,309,50281,7937,838
21058,2021/5/24,3 0 3 0 3 3 3 0 0 3 1 1 1 3,19993484,1569,8155,42603710,8,2385807,423,19337
21059,2021/5/28,3 0 0 1 0 1 3 3 0 0 3 1 3 0,15134204,628,15423,20621982,4,2309661,117,33841
21060,2021/5/31,3 3 3 0 0 0 1 3 3 3 3 0 3 3,15546040,1948,5107,23433194,10,1049807,338,13311
21061,2021/6/4,1 0 3 1 0 3 1 3 3 3 1 1 3 3,11752470,1811,4153,24579776,5,2202347,315,14981
21062,2021/6/6,0 1 3 3 0 3 1 3 0 3 1 0 0 1,13977486,15470,578,21759830,227,42944,5587,747
21063,2021/6/8,1 3 3 3 3 0 0 3 1 3 3 3 3 0,13782896,115868,76,29283468,1070,12260,21187,265
21064,2021/6/10,1 1 3 3 3 3 0 1 1 0 1 3 3 3,12373732,4331,1828,28154642,33,382220,968,5584
21065,2021/6/15,1 0 0 3 3 3 0 0 1 0 3 3 3 1,17357660,908,12234,34917662,7,2234730,467,14355
21066,2021/6/18,3 0 3 3 3 0 0 3 0 3 3 0 3 1,17477110,58559,191,34601100,787,19696,17652,376
21067,2021/6/20,0 3 0 3 3 3 3 1 1 1 3 1 3 3,16199976,890,11649,27369408,10,1226149,288,18246
21068,2021/6/22,3 3 3 0 0 3 3 0 0 0 1 1 0 1,18378818,818,14379,31186318,1,5000000,79,75794
21069,2021/6/24,3 0 1 0 0 3 0 3 3 3 1 1 1 3,16990474,2151,5055,34084962,14,1731538,838,7809
21070,2021/6/28,0 1 3 3 0 3 3 3 0 0 1 0 1 1,16701328,6510,1641,26194568,94,124842,1610,3123
21071,2021/7/1,3 0 1 3 1 3 1 3 1 1 1 3 0 0,13955698,363,24605,24622212,0,0,33,143256
21072,2021/7/4,3 0 1 1 0 3 0 0 1 0 0 1 3 1,16145144,7564,1366,35474504,97,277560,2425,2808
21073,2021/7/5,0 3 1 3 1 1 3 0 3 3 1 3 1 0,14341694,1351,6793,23428618,8,1312002,208,21626
21074,2021/7/8,3 0 0 0 3 0 1 3 3 3 1 3 3 3,14545058,78094,119,27211534,1221,9984,21061,248
21075,2021/7/11,3 0 3 3 3 1 3 1 1 3 1 0 3 0,15211886,9053,1075,21702788,42,231496,1206,3455
21076,2021/7/12,3 0 0 3 0 3 0 3 0 1 3 1 3 1,11849810,58749,129,24010962,1059,10157,20366,226
21077,2021/7/15,0 3 1 3 3 0 0 3 0 0 3 1 3 3,13938860,5796,1539,21827464,62,157721,1864,2248
21078,2021/7/18,0 0 1 3 1 0 3 0 3 3 1 3 0 0,14688546,1896,4958,20161638,8,1129051,222,17437
21079,2021/7/19,0 0 3 3 3 1 1 0 3 3 0 0 0 3,14031550,27735,323,21729260,337,28886,6698,622
21080,2021/7/22,0 3 3 3 1 3 1 1 3 3 3 1 1 0,13711622,58826,149,25888446,582,19927,10582,469
21081,2021/7/25,1 1 0 3 1 0 1 3 1 1 0 3 1 3,14653030,994,9434,17575062,3,2624542,73,46224
21082,2021/7/27,0 0 1 3 1 0 3 3 3 3 3 0 1 3,11838790,393,19279,17078620,2,3825610,118,27788
21083,2021/7/29,0 0 1 0 0 3 1 3 0 3 3 3 3 0,12321796,103295,76,22312180,1923,5198,31849,134
21084,2021/8/3,0 3 0 0 3 1 3 3 0 0 * 0 3 1,14076140,2411,3736,18928140,17,498812,485,7493
21085,2021/8/3,1 0 1 3 3 1 3 0 0 0 3 0 0 1,11962178,1115,6866,19168080,5,1717459,203,18129
21086,2021/8/8,0 3 0 0 1 0 1 1 1 0 0 0 1 1,16420512,1317,7979,22595888,5,2024591,131,33117
21087,2021/8/9,0 0 1 1 1 1 0 0 3 1 0 3 1 3,14716248,4571,2060,20006898,22,407413,487,7887
21088,2021/8/12,1 1 0 3 0 3 3 0 1 3 1 * 0 1,11654888,1765,4226,14274634,5,1279007,178,15397
21089,2021/8/12,3 3 3 3 0 1 3 3 0 0 3 1 1 1,13508910,1242,6961,23851900,3,3561883,172,26625
21090,2021/8/14,3 1 3 1 3 3 3 3 0 0 0 0 1 3,16533472,47,225136,22474640,0,0,5,863026
21091,2021/8/15,0 3 3 3 3 0 1 0 1 3 3 3 1 0,19925744,110915,114,39851542,2155,12956,35276,216
21092,2021/8/16,0 3 3 3 0 0 3 3 3 1 3 1 1 0,19448058,2167,5743,26236348,11,1068534,309,16302
21093,2021/8/19,3 0 3 3 3 3 3 3 0 0 3 0 0 0,16000892,1933,5297,19939270,9,992532,399,9594
21094,2021/8/22,3 1 1 3 1 0 3 0 3 0 0 1 1 1,21008024,1904,7061,27270742,8,1527161,233,22472
21095,2021/8/27,1 0 0 1 3 1 3 3 3 3 3 1 3 *,20371938,39663,328,40978650,1207,15209,22300,352
21096,2021/8/27,0 3 1 0 0 1 1 0 3 3 0 1 3 3,14796324,2224,4257,20785850,13,716312,357,11178
21097,2021/8/28,3 3 0 3 0 3 3 0 1 3 0 3 3 0,18735934,35789,335,19900114,364,24492,6605,578
21098,2021/8/29,0 0 1 1 3 0 0 3 3 3 0 0 1 3,20531302,2179,6030,31157428,6,2326421,836,7155
21099,2021/8/30,1 3 0 3 3 0 1 3 0 3 0 3 1 0,22188630,92859,152,35625690,931,17143,16920,404
21100,2021/9/3,3 0 3 3 3 1 3 0 0 3 0 1 1 3,16749222,5106,2099,40659350,32,569230,2298,3397
21101,2021/9/5,0 3 3 0 1 3 0 1 0 3 3 3 0 3,14676376,384968,24,39960598,15861,1128,183392,41
21102,2021/9/8,0 3 3 1 1 3 1 3 3 3 * 1 3 1,14427412,249395,37,36940070,7479,2212,104945,67
21103,2021/9/8,0 1 0 0 1 1 3 0 3 3 1 3 3 3,16805930,34064,315,40404284,394,45941,8983,863
21104,2021/9/12,0 3 0 1 0 3 3 0 0 1 0 3 0 1,24858050,15942,997,39541312,138,128365,3924,1934
21105,2021/9/13,0 1 0 3 0 0 3 3 3 0 0 0 3 3,21342280,162848,83,33135634,2918,5087,41346,153
21106,2021/9/15,3 1 0 1 1 1 3 0 3 3 0 1 3 1,21644158,431,32139,32814242,2,5000000,137,45987
21107,2021/9/17,3 0 1 3 1 3 0 0 3 3 0 3 3 3,20797014,6234,2135,42008538,58,405527,2626,3071
21108,2021/9/18,1 3 3 0 0 0 3 1 3 0 3 3 0 3,17015172,381,28581,19253340,1,5000000,72,51342
21109,2021/9/19,1 0 3 0 3 1 3 3 1 1 3 0 1 1,22029552,2558,5511,43441954,11,2098862,599,13924
21110,2021/9/20,3 0 0 0 3 1 0 3 1 1 1 1 0 3,23909890,2198,6961,35329750,12,1318977,357,19000
21111,2021/9/22,1 0 3 0 0 0 3 3 0 0 3 0 0 0,22863800,8131,1799,25851390,52,222719,1714,2895
21112,2021/9/24,0 1 0 3 0 1 3 3 3 3 3 0 0 1,21848420,79689,175,35235782,840,18792,16519,409
21113,2021/9/25,3 3 0 3 3 3 1 1 3 3 3 3 0 3,20276334,20327,638,25044544,188,59680,5434,884
21114,2021/9/26,1 1 3 0 1 3 1 3 3 3 1 1 3 1,23486696,4834,3109,37717980,22,768075,617,11737
21115,2021/9/27,0 3 1 3 3 0 3 3 3 3 3 3 3 0,21597486,123697,111,30278122,1943,6981,28435,204
21116,2021/9/30,1 3 3 0 0 0 3 3 3 3 3 3 1 3,23441578,1859,8070,47405938,5,4247572,801,11363
21117,2021/10/5,3 1 0 3 0 0 3 1 0 3 0 0 3 0,21014684,413,32565,31839122,2,5000000,173,35335
21118,2021/10/8,3 1 0 3 3 3 0 0 1 1 3 3 0 1,17576786,743,15140,27229338,8,2057833,129,40527
21119,2021/10/10,1 3 0 0 1 0 0 3 0 3 0 0 0 0,14909382,235475,40,33459146,3737,4011,60642,105
21120,2021/10/12,3 3 1 3 3 0 0 0 3 1 0 3 0 3,16762298,56480,189,33903470,577,26323,12304,529
21121,2021/10/13,0 3 1 3 3 3 0 3 3 1 0 3 0 1,14605670,18632,501,37542034,121,138998,4044,1782
21122,2021/10/17,0 3 3 1 3 0 3 0 0 1 1 3 3 3,24464922,2548,6145,37321692,11,1520010,280,25592
21123,2021/10/18,0 0 0 1 0 1 1 3 3 0 0 3 0 3,22432130,23779,603,30930220,237,58467,5801,1023
21124,2021/10/21,0 0 3 0 3 0 3 3 3 0 3 0 1 0,23026016,349723,42,39150624,12588,1393,130003,57
21125,2021/10/23,3 3 3 3 1 1 1 0 0 0 3 3 1 0,17803296,6775,1681,21564352,37,261103,984,4207
21126,2021/10/24,1 0 1 1 0 0 3 3 0 3 3 0 1 3,21622524,6084,2274,35782684,13,1233126,1034,6644
21127,2021/10/25,0 3 0 1 3 3 3 1 1 3 0 3 1 1,21133180,824,16414,29701732,5,2661275,121,47130
21128,2021/10/28,3 0 0 1 0 0 3 3 1 3 1 1 1 1,22584374,84,172071,39166976,0,0,15,501337
21129,2021/10/31,3 1 0 0 0 0 0 3 0 1 3 3 3 1,25743508,150,109838,79902620,1,5000000,57,269145
21130,2021/11/1,0 0 3 3 1 0 0 0 1 3 3 1 1 3,25257230,7425,2177,87187600,146,598652,3394,4932
21131,2021/11/4,3 0 3 0 1 0 3 1 3 3 1 3 0 3,20685262,42869,308,48246476,444,48681,14425,642
21132,2021/11/5,1 3 1 1 0 0 1 1 1 1 0 3 3 3,20184810,223,57929,35266156,0,0,21,322433
21133,2021/11/6,3 1 0 3 1 0 3 3 3 3 1 0 0 0,18713498,98,122210,35502302,0,0,8,852055
21134,2021/11/7,0 1 3 1 3 0 3 3 3 3 0 1 3 3,27369832,3494,5013,86038354,48,1463530,1269,13017
21135,2021/11/8,3 1 1 3 1 1 0 3 3 1 1 1 0 0,24896672,1051,15160,33874906,1,5000000,68,95646
21136,2021/11/12,0 0 1 3 1 0 3 0 1 0 1 3 1 3,17453150,3933,2840,66484152,39,1024637,2192,5823
21137,2021/11/14,0 1 3 3 0 3 0 0 1 3 3 3 3 1,12013890,96985,79,41718228,3190,5858,62293,128
21138,2021/11/16,3 3 0 0 3 0 0 1 3 1 3 3 3 3,16920656,59267,182,52610710,840,28059,19854,508
21139,2021/11/17,0 0 1 0 0 0 0 3 1 0 0 3 3 0,19810592,83275,152,44305062,1057,18778,24157,352
21140,2021/11/21,3 1 3 3 3 3 3 3 3 0 3 1 3 3,27699668,2808,6313,45892150,18,1142204,450,19580
21141,2021/11/22,3 3 0 1 0 0 3 0 3 0 0 1 3 1,25260776,4955,3262,35974704,46,350362,1512,4568
21142,2021/11/25,0 0 1 3 3 3 1 0 3 0 3 0 3 0,24987894,40188,397,44448026,527,37785,11560,738
21143,2021/11/26,3 0 3 3 3 3 1 0 0 3 3 3 3 1,21506126,68766,200,37364108,789,21215,17641,406
21144,2021/11/28,0 3 1 1 3 1 3 0 3 3 0 0 1 0,28173612,1584,11383,34713150,1,5000000,92,72444
21145,2021/12/2,3 * 3 3 1 3 0 0 0 3 3 3 0 3,27553834,9180,1920,59167474,151,245420,5154,2204
21146,2021/12/2,1 3 0 1 1 0 0 3 1 0 3 0 1 3,22518842,118066,122,46755024,2647,7913,39636,226
21147,2021/12/4,1 3 0 3 3 1 3 3 1 3 0 0 1 0,21270052,1569,8676,24011590,9,1195243,216,21343
21148,2021/12/5,3 1 0 0 1 3 3 0 3 0 0 0 0 0,26624666,2834,6012,43131946,22,878323,1255,6598
21149,2021/12/6,1 3 3 3 1 0 1 0 0 3 3 3 1 0,23449018,8094,1854,31141350,45,310029,1022,5850
21150,2021/12/10,3 3 0 3 3 1 3 1 3 3 3 0 1 0,21484594,13141,1046,45405278,74,274886,1756,4964
21151,2021/12/10,1 3 3 1 3 3 1 3 1 1 3 3 0 0,19774218,90,140616,26835102,0,0,7,736048
21152,2021/12/11,3 0 0 1 3 0 0 3 1 3 1 3 1 0,19863506,147,86480,36345102,0,0,13,536789
21153,2021/12/12,3 3 3 0 3 3 3 1 0 3 1 1 3 0,24972436,44265,361,95936700,944,75513,21061,874
21154,2021/12/13,1 3 3 3 3 3 0 3 0 3 3 1 3 3,22946812,1266,11600,31799280,8,1780759,289,21126
21155,2021/12/19,* 0 3 0 * 1 3 0 3 0 0 1 3 1,24698670,53162,297,37475616,481,34904,9618,748
